Id,Label,timeset,frequency,type,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,clustering,triangles,eigencentrality
OmarAliraqi166,OmarAliraqi166,,1,Mentions,1,1,7,0.267006,0.276121,0,0,0,0,0,0.004561
Arab_parachute,Arab_parachute,,4,Mentions,3,4,6,0.321512,0.343588,0.000073,8,0,0.333333,1,0.03791
lizsly,lizsly,,1,Mentions,1,1,6,0.269112,0.280749,0,17,0,0,0,0.008397
fahrihamzah_eng,fahrihamzah_eng,,1,Mentions,1,1,7,0.233143,0.238661,0,6,0,0,0,0.00084
dabiqsweets4_it,dabiqsweets4_it,,1,Mentions,1,1,7,0.24104,0.247296,0,19,0,0,0,0.001789
koonyyo,koonyyo,,4,Mentions,1,4,6,0.310938,0.332784,0,15,0,0,0,0.03032
68tardPourTous,68tardPourTous,,12,Mentions,1,12,6,0.310938,0.332784,0,15,0,0,0,0.03032
SriSri,SriSri,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
iFayaz,iFayaz,,3,Mentions,1,3,6,0.285505,0.296988,0,6,0,0,0,0.008453
Pritt,Pritt,,1,Mentions,1,1,6,0.258617,0.266757,0,10,0,0,0,0.003791
Abu_Laptop47,Abu_Laptop47,,6,Mentions,1,6,6,0.255068,0.263232,0,8,0,0,0,0.002929
RSyrianCivilWar,RSyrianCivilWar,,1,Mentions,1,1,7,0.243703,0.249728,0,0,0,0,0,0.001075
mediaiou,mediaiou,,3,Mentions,1,3,7,0.259631,0.26849,0,11,0,0,0,0.003557
lostinspace_4,lostinspace_4,,1,Mentions,1,1,6,0.266404,0.275743,0,8,0,0,0,0.003991
lostinspace_5,lostinspace_5,,2,Mentions,1,2,6,0.310938,0.332784,0,15,0,0,0,0.03032
KingleedrdAli,KingleedrdAli,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
alwasatengnews,alwasatengnews,,22,Mentions,4,22,6,0.313085,0.329591,0.00017,0,0,0,0,0.028175
Jaish_AlNassr,Jaish_AlNassr,,2,Mentions,1,2,6,0.300709,0.313907,0,2,0,0,0,0.013709
Anti1matter,Anti1matter,,1,Mentions,1,1,7,0.255363,0.263025,0,17,0,0,0,0.002545
Abu_Laptop44,Abu_Laptop44,,3,Mentions,1,3,6,0.255068,0.263232,0,8,0,0,0,0.002929
pleaoftheummah,pleaoftheummah,,1,Mentions,1,1,8,0.238195,0.244196,0,10,0,0,0,0.00195
jack,jack,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
AJUpFront,AJUpFront,,1,Mentions,1,1,6,0.299159,0.314516,0,18,0,0,0,0.016566
AllanANawal,AllanANawal,,1,Mentions,1,1,7,0.25697,0.264894,0,24,0,0,0,0.003083
joshua_landis,joshua_landis,,2,Mentions,2,2,6,0.302911,0.319517,0.000054,18,0,0,0,0.021127
YazeedDhardaa25,YazeedDhardaa25,,75,; User,39,75,6,0.325561,0.34315,0.019816,5,0,0.00135,1,0.04044
aloudnada1,aloudnada1,,1,Mentions,1,1,7,0.238504,0.244721,0,19,0,0,0,0.002071
pachaconsumer,pachaconsumer,,1,Mentions,1,1,6,0.269112,0.280749,0,17,0,0,0,0.008397
kayadma15,kayadma15,,1,Mentions,1,1,8,0.225624,0.231859,0,22,0,0,0,0.001208
Ayisha_Bengali_,Ayisha_Bengali_,,2,Mentions,1,2,7,0.251215,0.257983,0,12,0,0,0,0.003047
Abdussamad_AIF,Abdussamad_AIF,,4,Mentions,4,4,6,0.28401,0.301395,0.004045,12,0,0,0,0.015206
Belalmd12,Belalmd12,,1,Mentions,1,1,7,0.250151,0.256714,0,6,0,0,0,0.001893
TrainerVee,TrainerVee,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
jawad4291,jawad4291,,1,Mentions,1,1,6,0.262265,0.270394,0,0,0,0,0,0.003276
yarotrof,yarotrof,,1,Mentions,1,1,7,0.262661,0.271719,0,3,0,0,0,0.003801
MarquardtA,MarquardtA,,1,Mentions,1,1,6,0.26707,0.27667,0,13,0,0,0,0.006184
musliimah_9_11_,musliimah_9_11_,,1,Mentions,1,1,7,0.251215,0.257983,0,12,0,0,0,0.003047
GreatISNation08,GreatISNation08,,1,Mentions,1,1,6,0.271541,0.281434,0,10,0,0,0,0.006624
HifzTipz,HifzTipz,,1,Mentions,1,1,7,0.238504,0.244721,0,19,0,0,0,0.002071
MaghrebiAZ,MaghrebiAZ,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
GreatISNation05,GreatISNation05,,1,Mentions,1,1,6,0.300709,0.313907,0,2,0,0,0,0.013709
ummu_hurayrah__,ummu_hurayrah__,,1,Mentions,1,1,8,0.208284,0.214308,0,12,0,0,0,0.000513
LeParisien_77,LeParisien_77,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
1ikhl5,1ikhl5,,1,Mentions,1,1,8,0.201461,0.206781,0,22,0,0,0,0.000864
bint_dutches14,bint_dutches14,,1,Mentions,1,1,6,0.264784,0.272862,0,9,0,0,0,0.003192
Ele7vn,Ele7vn,,58,Mentions,1,58,7,0.259631,0.26849,0,11,0,0,0,0.003557
Thawrafikriya,Thawrafikriya,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
AP,AP,,7,Mentions,4,7,6,0.296134,0.310285,0.000159,18,0,0,0,0.017151
muslimgirl,muslimgirl,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
Bajwa47online,Bajwa47online,,40,; User,29,40,6,0.333569,0.350499,0.010637,6,0,0.009852,4,0.051671
HHarlemHaleem,HHarlemHaleem,,2,Mentions,1,2,6,0.299159,0.314516,0,18,0,0,0,0.016566
TheNatlInterest,TheNatlInterest,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
amatullaah27,amatullaah27,,2,Mentions,1,2,7,0.250663,0.258034,0,8,0,0,0,0.001727
StategeAnalyst,StategeAnalyst,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
GreatISNation10,GreatISNation10,,1,Mentions,1,1,7,0.233143,0.238661,0,6,0,0,0,0.00084
KuwaitiKabsa,KuwaitiKabsa,,3,Mentions,1,3,6,0.266404,0.275743,0,8,0,0,0,0.003991
FSATruth,FSATruth,,3,Mentions,2,3,6,0.312849,0.330583,0,0,0,1,1,0.030067
DrPartizan_,DrPartizan_,,22,Mentions,6,22,5,0.340397,0.357621,0.000084,2,0,0.8,12,0.055102
YonhapNews,YonhapNews,,1,Mentions,1,1,8,0.209245,0.215804,0,6,0,0,0,0.000599
muslmmuohd1,muslmmuohd1,,1,Mentions,1,1,8,0.214954,0.220184,0,8,0,0,0,0.000505
thegrugq,thegrugq,,1,Mentions,1,1,6,0.299159,0.314516,0,18,0,0,0,0.016566
MouminSawady,MouminSawady,,2,Mentions,1,2,6,0.319896,0.332971,0,0,0,0,0,0.017014
aronlund,aronlund,,3,Mentions,3,3,6,0.27781,0.28973,0.000098,10,0,0,0,0.009123
DriftOne0080,DriftOne0080,,1,Mentions,1,1,7,0.254715,0.262189,0,22,0,0,0,0.002259
SamTamiz,SamTamiz,,4,Mentions,2,4,6,0.290492,0.303324,0.000039,3,0,0,0,0.012254
IraqiSMCEn,IraqiSMCEn,,5,Mentions,4,5,6,0.305936,0.325285,0.000302,0,0,0,0,0.02717
MiddleEastMnt,MiddleEastMnt,,3,Mentions,2,3,6,0.318541,0.340717,0.000526,15,0,0,0,0.03325
infos140,infos140,,2,Mentions,2,2,6,0.31656,0.340163,0,3,0,1,1,0.03717
drMkmo5,drMkmo5,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
Sarbarzi,Sarbarzi,,1,Mentions,1,1,6,0.285505,0.296988,0,6,0,0,0,0.008453
GrosMaktou,GrosMaktou,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
OmerRehman,OmerRehman,,2,Mentions,2,2,6,0.268697,0.27808,0.00004,21,0,0,0,0.006487
nytimesworld,nytimesworld,,5,Mentions,3,5,6,0.328437,0.355007,0,15,0,1,3,0.055131
abuaziz20131,abuaziz20131,,1,Mentions,1,1,7,0.238504,0.244721,0,19,0,0,0,0.002071
abooanonymous,abooanonymous,,4,Mentions,1,4,6,0.269112,0.280749,0,17,0,0,0,0.008397
Macqal_1,Macqal_1,,1,Mentions,1,1,7,0.245876,0.251602,0,22,0,0,0,0.001197
sarahussein,sarahussein,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
cadanganpc19,cadanganpc19,,3,Mentions,1,3,6,0.26156,0.26918,0,0,0,0,0,0.002809
ionacraig,ionacraig,,1,Mentions,1,1,7,0.271541,0.282094,0,18,0,0,0,0.005804
joaska_,joaska_,,1,Mentions,1,1,6,0.293663,0.308991,0,0,0,0,0,0.016358
Alwala_bara,Alwala_bara,,95,Mentions; User,62,95,5,0.342369,0.364853,0.025866,8,0,0.007932,15,0.075923
Pachaconsumer,Pachaconsumer,,47,Mentions,4,47,6,0.311876,0.328669,0.000169,8,0,0.166667,1,0.028446
Fisebilillah9,Fisebilillah9,,1,Mentions,1,1,7,0.251215,0.257983,0,12,0,0,0,0.003047
___TDP,___TDP,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
bqstu330,bqstu330,,1,Mentions,1,1,6,0.272907,0.282135,0,3,0,0,0,0.004417
ks48a174031,ks48a174031,,12,; User,11,12,6,0.325785,0.339211,0.004375,12,0,0.018182,1,0.025784
Malcom_X_X_10,Malcom_X_X_10,,1,Mentions,1,1,6,0.299159,0.314516,0,18,0,0,0,0.016566
majmal3818,majmal3818,,1,Mentions,1,1,6,0.293663,0.308991,0,0,0,0,0,0.016358
loveangel412,loveangel412,,1,Mentions,1,1,7,0.260551,0.269194,0,8,0,0,0,0.003599
pajara_verde32,pajara_verde32,,1,Mentions,1,1,7,0.226597,0.231919,0,25,0,0,0,0.000839
washingtonpost,washingtonpost,,4,Mentions,3,4,6,0.322012,0.348328,0,16,0,1,3,0.047523
QubesOS,QubesOS,,2,Mentions,1,2,6,0.299159,0.314516,0,18,0,0,0,0.016566
furcoisorin,furcoisorin,,1,Mentions,1,1,7,0.251215,0.257983,0,12,0,0,0,0.003047
Joo_Gaza,Joo_Gaza,,1,Mentions,1,1,6,0.300463,0.310562,0,2,0,0,0,0.008072
StaatsNieuwsII,StaatsNieuwsII,,1,Mentions,1,1,7,0.268544,0.281999,0,3,0,0,0,0.006849
Ms_Rossa_1,Ms_Rossa_1,,1,Mentions,1,1,7,0.225102,0.231292,0,19,0,0,0,0.001023
AK47WITNESS____,AK47WITNESS____,,1,Mentions,1,1,7,0.260142,0.270372,0,13,0,0,0,0.003182
zuzamikulova,zuzamikulova,,1,Mentions,1,1,6,0.300709,0.313907,0,2,0,0,0,0.013709
steadygoing,steadygoing,,1,Mentions,1,1,6,0.299159,0.314516,0,18,0,0,0,0.016566
khalidi_sham,khalidi_sham,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
OptaJim,OptaJim,,1,Mentions,1,1,6,0.269112,0.280749,0,17,0,0,0,0.008397
tac_ins,tac_ins,,1,Mentions,1,1,6,0.26707,0.27667,0,13,0,0,0,0.006184
tomjery46,tomjery46,,5,Mentions,2,5,6,0.279784,0.293608,0.000074,17,0,0,0,0.011672
AlterNet,AlterNet,,1,Mentions,1,1,7,0.252422,0.259866,0,25,0,0,0,0.002167
thewilysage,thewilysage,,2,Mentions,2,2,6,0.303857,0.318747,0.000031,18,0,0,0,0.019513
Quart_Monde,Quart_Monde,,10,Mentions,1,10,6,0.310938,0.332784,0,15,0,0,0,0.03032
ScotMikey1111,ScotMikey1111,,23,Mentions,11,23,6,0.356305,0.384804,0.002669,18,0,0.290909,16,0.094207
abdul_hakym_,abdul_hakym_,,1,Mentions,1,1,6,0.26707,0.27667,0,13,0,0,0,0.006184
undead_baan,undead_baan,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
NasheedHunter,NasheedHunter,,3,Mentions,2,3,6,0.301889,0.318979,0.000131,6,0,0,0,0.020867
larrykim,larrykim,,1,Mentions,1,1,6,0.262265,0.270394,0,0,0,0,0,0.003276
Ibn_uthaymeen_,Ibn_uthaymeen_,,3,Mentions,2,3,6,0.273087,0.284154,0.000797,10,0,0,0,0.007805
alasmyabwky131,alasmyabwky131,,1,Mentions,1,1,6,0.26707,0.27667,0,13,0,0,0,0.006184
LightEpisodesss,LightEpisodesss,,3,Mentions,2,3,7,0.246646,0.253798,0.000018,4,0,0,0,0.00249
HanaAshtar1,HanaAshtar1,,2,Mentions,2,2,7,0.261127,0.27128,0.000455,12,0,0,0,0.004739
luqmanjaan12341,luqmanjaan12341,,1,Mentions,1,1,6,0.293663,0.308991,0,0,0,0,0,0.016358
charliewinter,charliewinter,,2,Mentions,2,2,6,0.321418,0.334824,0,13,0,1,1,0.021668
Polder_Mujahid,Polder_Mujahid,,5,Mentions,1,5,9,0.165881,0.169513,0,23,0,0,0,0.000816
TheFunnyWorId,TheFunnyWorId,,1,Mentions,1,1,6,0.269112,0.280749,0,17,0,0,0,0.008397
sasukeee4,sasukeee4,,1,Mentions,1,1,7,0.268544,0.281999,0,3,0,0,0,0.006849
lotusbottom110,lotusbottom110,,1,Mentions,1,1,7,0.252422,0.259866,0,25,0,0,0,0.002167
HAQQk0100,HAQQk0100,,3,Mentions,1,3,6,0.26707,0.27667,0,13,0,0,0,0.006184
imemcnews,imemcnews,,1,Mentions,1,1,6,0.293663,0.308991,0,0,0,0,0,0.016358
CoolDabiq5,CoolDabiq5,,3,Mentions,2,3,6,0.297224,0.313816,0.0001,16,0,0,0,0.0184
pajara_31_verde,pajara_31_verde,,2,Mentions,2,2,6,0.267437,0.276922,0,21,0,1,1,0.006128
JooniIsrar,JooniIsrar,,10,Mentions,3,10,6,0.314663,0.334436,0.000833,18,0,0.333333,1,0.033946
ibnu_noran8,ibnu_noran8,,10,Mentions,1,10,7,0.25697,0.264894,0,24,0,0,0,0.003083
MasoodRaw,MasoodRaw,,1,Mentions,1,1,8,0.238195,0.244196,0,10,0,0,0,0.00195
audrey_som,audrey_som,,1,Mentions,1,1,6,0.258617,0.266757,0,10,0,0,0,0.003791
SaraAssaf,SaraAssaf,,1,Mentions,1,1,6,0.269112,0.280749,0,17,0,0,0,0.008397
warontherocks,warontherocks,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
WilayatHalab,WilayatHalab,,12,Mentions,1,12,7,0.25697,0.264894,0,24,0,0,0,0.003083
Murshad007,Murshad007,,5,Mentions,1,5,6,0.300709,0.313907,0,2,0,0,0,0.013709
CoolDabiq3,CoolDabiq3,,7,Mentions,2,7,6,0.333266,0.349592,0,18,0,1,1,0.03358
WashInstitute,WashInstitute,,1,Mentions,1,1,6,0.272907,0.282135,0,3,0,0,0,0.004417
aboanfal000,aboanfal000,,1,Mentions,1,1,8,0.198775,0.203816,0,22,0,0,0,0.000589
Blackened22,Blackened22,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
nvQd6ycFUcbACiq,nvQd6ycFUcbACiq,,2,Mentions,2,2,6,0.271274,0.281525,0.000007,9,0,0,0,0.004727
nidalgazaui,nidalgazaui,,2,Mentions,1,2,6,0.252249,0.259283,0,0,0,0,0,0.003166
VasquezMusic,VasquezMusic,,3,Mentions,1,3,6,0.319896,0.332971,0,0,0,0,0,0.017014
Zeropoint164,Zeropoint164,,7,Mentions,1,7,7,0.245602,0.251194,0,0,0,0,0,0.001084
Hjr_Jhd_19,Hjr_Jhd_19,,1,Mentions,1,1,7,0.24584,0.252267,0,25,0,0,0,0.001832
ahmad_59892,ahmad_59892,,2,Mentions,1,2,7,0.258294,0.268226,0,16,0,0,0,0.002655
MrrMan2,MrrMan2,,2,Mentions,1,2,7,0.25697,0.264894,0,24,0,0,0,0.003083
saflaher,saflaher,,1,Mentions,1,1,6,0.255068,0.263232,0,8,0,0,0,0.002929
SomaliaNewsroom,SomaliaNewsroom,,2,Mentions,1,2,6,0.299159,0.314516,0,18,0,0,0,0.016566
Slope_Design_4,Slope_Design_4,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
weljaton39103,weljaton39103,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
i1488508_1,i1488508_1,,1,Mentions,1,1,7,0.25697,0.265584,0,8,0,0,0,0.003779
OSilent4,OSilent4,,2,Mentions,2,2,6,0.312849,0.330583,0,0,0,1,1,0.030067
Cnn,Cnn,,1,Mentions,1,1,6,0.252403,0.259771,0,21,0,0,0,0.002808
O_Elhady,O_Elhady,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
iislamic81,iislamic81,,3,Mentions,1,3,8,0.209842,0.217108,0,12,0,0,0,0.001182
iislamic82,iislamic82,,1,Mentions,1,1,8,0.209842,0.217108,0,12,0,0,0,0.001182
YousefNat,YousefNat,,3,Mentions,3,3,6,0.325946,0.350166,0,8,0,1,3,0.050161
FrenchyMusliiim,FrenchyMusliiim,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
SPublish3r,SPublish3r,,1,Mentions,1,1,7,0.268544,0.281999,0,3,0,0,0,0.006849
eustatios,eustatios,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
wwwatan,wwwatan,,1,Mentions,1,1,7,0.238504,0.244721,0,19,0,0,0,0.002071
RosannaMrtnz,RosannaMrtnz,,5,Mentions,1,5,6,0.284401,0.299239,0,16,0,0,0,0.012414
bintraveller,bintraveller,,4,Mentions; User,4,4,7,0.275773,0.286491,0.001196,22,0,0.166667,1,0.006561
zuhair47,zuhair47,,1,Mentions,1,1,6,0.300709,0.313907,0,2,0,0,0,0.013709
Sputnik_Not,Sputnik_Not,,1,Mentions,1,1,6,0.293663,0.308991,0,0,0,0,0,0.016358
Conflicts,Conflicts,,72,Mentions,24,72,6,0.395246,0.425975,0.016942,0,0,0.184783,51,0.163939
IslamicTongue,IslamicTongue,,3,Mentions,3,3,6,0.289501,0.303244,0.000352,22,0,0,0,0.012828
HamzaBosnawi,HamzaBosnawi,,1,Mentions,1,1,6,0.285505,0.296988,0,6,0,0,0,0.008453
1515Theory,1515Theory,,2,Mentions,2,2,6,0.295104,0.310618,0.001468,22,0,0,0,0.016947
AbouDjaffar,AbouDjaffar,,2,Mentions,1,2,6,0.310938,0.332784,0,15,0,0,0,0.03032
iislamic69,iislamic69,,1,Mentions,1,1,8,0.201461,0.206781,0,22,0,0,0,0.000864
iraqithakoo,iraqithakoo,,2,Mentions,1,2,6,0.271541,0.281434,0,10,0,0,0,0.006624
01sak_,01sak_,,9,Mentions,5,9,6,0.297038,0.312934,0.000044,3,0,0.5,5,0.025843
crimesofbrits,crimesofbrits,,1,Mentions,1,1,6,0.285505,0.296988,0,6,0,0,0,0.008453
alurdun_,alurdun_,,2,Mentions,1,2,6,0.319896,0.332971,0,0,0,0,0,0.017014
BezouhMalik,BezouhMalik,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
Weissenberg7,Weissenberg7,,1,Mentions,1,1,6,0.293663,0.308991,0,0,0,0,0,0.016358
ansari_captain,ansari_captain,,2,Mentions,1,2,7,0.259631,0.26849,0,11,0,0,0,0.003557
JosephWall2,JosephWall2,,7,Mentions,4,7,6,0.363666,0.386597,0,2,0,1,6,0.077609
whatsappmembers,whatsappmembers,,1,Mentions,1,1,6,0.300709,0.313907,0,2,0,0,0,0.013709
GuyNamedSalmaan,GuyNamedSalmaan,,1,Mentions,1,1,8,0.221308,0.227182,0,0,0,0,0,0.00077
hacs44,hacs44,,2,Mentions,1,2,7,0.228427,0.235541,0,16,0,0,0,0.000936
Strateeeegy,Strateeeegy,,1,Mentions,1,1,7,0.256631,0.264869,0,18,0,0,0,0.002979
Jazrawi_Saraqib,Jazrawi_Saraqib,,96,Mentions; User,40,96,5,0.375383,0.401546,0.013961,19,0,0.053846,42,0.12318
themightywu22,themightywu22,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
RenaNetjes,RenaNetjes,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
DailySabah,DailySabah,,8,Mentions,5,8,6,0.33143,0.357752,0.00032,2,0,0.4,4,0.059809
DamianCruz_,DamianCruz_,,2,Mentions,1,2,7,0.255363,0.263025,0,17,0,0,0,0.002545
caf_online_AR,caf_online_AR,,1,Mentions,1,1,7,0.245913,0.255399,0,6,0,0,0,0.00173
IttaqillahYaAbd,IttaqillahYaAbd,,1,Mentions,1,1,6,0.255068,0.263232,0,8,0,0,0,0.002929
Dhul_Qarnayn1,Dhul_Qarnayn1,,5,Mentions,1,5,6,0.278395,0.288496,0,13,0,0,0,0.004654
LevantineWD,LevantineWD,,17,Mentions,1,17,6,0.310938,0.332784,0,15,0,0,0,0.03032
ALK___226,ALK___226,,9,; User,9,9,1,1,1,0.000007,7,1,0,0,0.002979
_The_Wisdom_,_The_Wisdom_,,1,Mentions,1,1,7,0.259631,0.26849,0,11,0,0,0,0.003557
MarkRuffalo,MarkRuffalo,,2,Mentions,2,2,6,0.333266,0.349592,0,18,0,1,1,0.03358
al_7aleem,al_7aleem,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
the_global_kmr,the_global_kmr,,1,Mentions,1,1,6,0.269112,0.280749,0,17,0,0,0,0.008397
2222_Dreamland,2222_Dreamland,,6,Mentions,1,6,7,0.260142,0.270372,0,13,0,0,0,0.003182
TunsiMarwan_VSO,TunsiMarwan_VSO,,2,Mentions,1,2,6,0.284401,0.299239,0,16,0,0,0,0.012414
michaeldweiss,michaeldweiss,,6,Mentions,5,6,6,0.34131,0.365221,0.000568,25,0,0.4,4,0.062767
grezz10,grezz10,,46,; User,15,46,6,0.32438,0.338637,0.004043,9,0,0.028571,3,0.029284
P4HR,P4HR,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
farisman1985,farisman1985,,2,Mentions,1,2,6,0.319896,0.332971,0,0,0,0,0,0.017014
mutludc,mutludc,,2,Mentions,2,2,5,0.326267,0.338849,0,0,0,1,1,0.025087
GreatISNation00,GreatISNation00,,1,Mentions,1,1,6,0.249736,0.254961,0,0,0,0,0,0.001646
Floks_31,Floks_31,,2,Mentions,1,2,7,0.260551,0.269194,0,8,0,0,0,0.003599
2fast2igor,2fast2igor,,7,Mentions,2,7,6,0.312524,0.335126,0.000112,15,0,0,0,0.033596
fnstudio,fnstudio,,1,Mentions,1,1,6,0.299159,0.314516,0,18,0,0,0,0.016566
BAQIA_KHILAFAH,BAQIA_KHILAFAH,,1,Mentions,1,1,7,0.225102,0.231292,0,19,0,0,0,0.001023
Ummamira19th,Ummamira19th,,1,Mentions,1,1,7,0.25697,0.264894,0,24,0,0,0,0.003083
IraqSurveys,IraqSurveys,,17,Mentions,11,17,6,0.376622,0.402387,0.000884,8,0,0.490909,27,0.11334
Partyzantski,Partyzantski,,1,Mentions,1,1,6,0.299159,0.314516,0,18,0,0,0,0.016566
Str4nnger79,Str4nnger79,,2,Mentions,1,2,7,0.254715,0.262189,0,22,0,0,0,0.002259
KenanRahmani,KenanRahmani,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
mustaklash66,mustaklash66,,1,Mentions,1,1,7,0.260142,0.270372,0,13,0,0,0,0.003182
almuhajirun9,almuhajirun9,,6,; User,6,6,7,0.273788,0.284653,0.002391,8,0,0,0,0.005459
mustaklash60,mustaklash60,,16,Mentions,5,16,6,0.339002,0.362229,0.000448,22,0,0.6,6,0.054245
Serif_Imamagic0,Serif_Imamagic0,,2,Mentions,1,2,6,0.319896,0.332971,0,0,0,0,0,0.017014
MaghrebiSP,MaghrebiSP,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
BNONews,BNONews,,2,Mentions,2,2,6,0.312849,0.330583,0,0,0,1,1,0.030067
JulianRoepcke,JulianRoepcke,,23,Mentions,10,23,6,0.375255,0.404548,0.002045,2,0,0.555556,25,0.121318
IraqiSpringMC,IraqiSpringMC,,1,Mentions,1,1,7,0.253602,0.261247,0,3,0,0,0,0.001978
QatariAbu,QatariAbu,,2,Mentions,1,2,6,0.310938,0.332784,0,15,0,0,0,0.03032
AbuToyota,AbuToyota,,5,Mentions,4,5,6,0.318204,0.337947,0.000232,16,0,0.166667,1,0.034557
haya_atassi,haya_atassi,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
jtmharreh,jtmharreh,,2,Mentions,1,2,7,0.245621,0.252453,0,5,0,0,0,0.001789
BosnianWitnes15,BosnianWitnes15,,3,Mentions,2,3,6,0.265783,0.276438,0.000108,8,0,0,0,0.006708
doctormozamge,doctormozamge,,2,Mentions,1,2,6,0.319896,0.332971,0,0,0,0,0,0.017014
Hik_w_Imaan,Hik_w_Imaan,,1,Mentions,1,1,8,0.238195,0.244196,0,10,0,0,0,0.00195
AJEnglish,AJEnglish,,13,Mentions,9,13,6,0.341416,0.365538,0.002519,6,0,0.111111,4,0.060703
VSO_Forever,VSO_Forever,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
ajaltamimi,ajaltamimi,,9,Mentions,6,9,6,0.366851,0.389796,0.001039,0,0,0.333333,5,0.076352
IbnAbdallah21,IbnAbdallah21,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
AlSaudTheJews,AlSaudTheJews,,2,Mentions,1,2,6,0.284401,0.299239,0,16,0,0,0,0.012414
TrendingWnews,TrendingWnews,,2,Mentions,1,2,8,0.221308,0.227182,0,0,0,0,0,0.00077
Famer_Johnathan,Famer_Johnathan,,1,Mentions,1,1,7,0.270719,0.281248,0,19,0,0,0,0.003755
DMIS_1U,DMIS_1U,,1,Mentions,1,1,9,0.165881,0.169513,0,23,0,0,0,0.000816
Abulabbaas81,Abulabbaas81,,1,Mentions,1,1,7,0.25697,0.265584,0,8,0,0,0,0.003779
Salig08,Salig08,,2,Mentions,1,2,6,0.255068,0.263232,0,8,0,0,0,0.002929
abumentos,abumentos,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
AbdusMujahid153,AbdusMujahid153,,2,Mentions,2,2,7,0.255679,0.263755,0.003083,17,0,0,0,0.003026
LizSly,LizSly,,1,Mentions,1,1,6,0.269112,0.280749,0,17,0,0,0,0.008397
kufr_bit_tagoot,kufr_bit_tagoot,,2,Mentions,2,2,6,0.262411,0.27126,0.000102,25,0,0,0,0.00464
AQpk,AQpk,,3,Mentions,1,3,6,0.300709,0.313907,0,2,0,0,0,0.013709
wayyf44rer,wayyf44rer,,24,Mentions; User,17,24,6,0.339037,0.356019,0.001388,0,0,0.073529,10,0.056817
blackeisen,blackeisen,,2,Mentions,1,2,6,0.310938,0.332784,0,15,0,0,0,0.03032
Abuhhhh143,Abuhhhh143,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
UkhtlnBlack,UkhtlnBlack,,1,Mentions,1,1,7,0.25697,0.265584,0,8,0,0,0,0.003779
monaalami,monaalami,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
MaghrebiQM,MaghrebiQM,,168,Mentions; User,72,168,5,0.392062,0.423824,0.016718,8,0,0.057121,146,0.211763
QitaaliIsBack,QitaaliIsBack,,3,Mentions,1,3,8,0.201461,0.206781,0,22,0,0,0,0.000864
AbdusMujahid149,AbdusMujahid149,,11,; User,11,11,7,0.264593,0.278269,0.005385,6,0,0,0,0.006279
