Id,Label,timeset,frequency,type,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,clustering,triangles,eigencentrality
Adamha0,Adamha0,,2,Mentions,2,2,6,0.305258,0.322781,0,6,0,1,1,0.025019
AASchapiro,AASchapiro,,1,Mentions,1,1,6,0.299159,0.314516,0,18,0,0,0,0.016566
Sealednectar_,Sealednectar_,,1,Mentions,1,1,7,0.260142,0.270372,0,13,0,0,0,0.003182
ShamiRebel,ShamiRebel,,52,Mentions,13,52,6,0.378171,0.407394,0.003665,2,0,0.423077,33,0.127305
Jazrawi_Uod,Jazrawi_Uod,,1,Mentions,1,1,7,0.245621,0.252453,0,5,0,0,0,0.001789
BFMTV,BFMTV,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
Live_UK_News,Live_UK_News,,1,Mentions,1,1,6,0.26707,0.27667,0,13,0,0,0,0.006184
Daily_Express,Daily_Express,,1,Mentions,1,1,7,0.251215,0.257983,0,12,0,0,0,0.003047
rayan_muslim,rayan_muslim,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
DriftOne0017,DriftOne0017,,1,Mentions,1,1,7,0.267006,0.276121,0,0,0,0,0,0.004561
Yvan256,Yvan256,,2,Mentions,1,2,6,0.310938,0.332784,0,15,0,0,0,0.03032
brwisamhaddad,brwisamhaddad,,3,Mentions,1,3,7,0.254715,0.262189,0,22,0,0,0,0.002259
OrientNewsEn,OrientNewsEn,,5,Mentions,2,5,6,0.321106,0.34658,0,15,0,1,1,0.046678
ks40a45981,ks40a45981,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
klakishinki,klakishinki,,32,Mentions; User,19,32,6,0.334479,0.353017,0.00463,8,0,0.023392,4,0.049531
DOCTORATLARGE,DOCTORATLARGE,,1,Mentions,1,1,6,0.269112,0.280749,0,17,0,0,0,0.008397
politblogme,politblogme,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
ibn_muhammed_,ibn_muhammed_,,1,Mentions,1,1,6,0.269112,0.280749,0,17,0,0,0,0.008397
Qassami_Marwan,Qassami_Marwan,,10,Mentions,3,10,6,0.31851,0.342032,0.000346,8,0,0.666667,2,0.03809
zarqawi_reqqa24,zarqawi_reqqa24,,4,Mentions,1,4,8,0.190841,0.194515,0,25,0,0,0,0.000596
jihadiuser21,jihadiuser21,,1,Mentions,1,1,8,0.205924,0.211837,0,24,0,0,0,0.000627
tati56555,tati56555,,6,Mentions,1,6,7,0.235382,0.241129,0,25,0,0,0,0.001194
HanbaliMadhhab,HanbaliMadhhab,,1,Mentions,1,1,7,0.24637,0.254061,0,19,0,0,0,0.002232
cahitstorm,cahitstorm,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
AbuMuounir,AbuMuounir,,2,Mentions,1,2,7,0.250663,0.258034,0,8,0,0,0,0.001727
waroflegends1,waroflegends1,,15,Mentions,4,15,6,0.301916,0.320031,0.000164,3,0,0.333333,2,0.028123
Sadk_Monasr51,Sadk_Monasr51,,1,Mentions,1,1,7,0.235382,0.241129,0,25,0,0,0,0.001194
abuayisha28,abuayisha28,,3,Mentions,1,3,6,0.284401,0.299239,0,16,0,0,0,0.012414
PhMarliere,PhMarliere,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
Arturo_plv,Arturo_plv,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
ahmadmusajibril,ahmadmusajibril,,7,Mentions,3,7,6,0.285136,0.301299,0.000252,10,0,0,0,0.017187
Salam_al_mosawy,Salam_al_mosawy,,2,Mentions,2,2,6,0.302109,0.318394,0,3,0,1,1,0.020367
MousaAlomar,MousaAlomar,,49,Mentions,7,49,6,0.345407,0.364103,0.00358,0,0,0.238095,5,0.052747
haqqvbaatil79,haqqvbaatil79,,1,Mentions,1,1,6,0.252403,0.259771,0,21,0,0,0,0.002808
AhmedTeller,AhmedTeller,,1,Mentions,1,1,7,0.25697,0.265584,0,8,0,0,0,0.003779
OzWitness133,OzWitness133,,2,Mentions,2,2,8,0.22088,0.228443,0,12,0,1,1,0.001695
OzWitness132,OzWitness132,,1,Mentions,1,1,8,0.209842,0.217108,0,12,0,0,0,0.001182
_ResilientUkht,_ResilientUkht,,4,Mentions,1,4,8,0.225624,0.231859,0,22,0,0,0,0.001208
EPlC27,EPlC27,,2,Mentions,2,2,6,0.282941,0.296379,0.000062,3,0,0,0,0.010016
BilladEarth2,BilladEarth2,,1,Mentions,1,1,6,0.262265,0.270394,0,0,0,0,0,0.003276
EPlC24,EPlC24,,100,Mentions; User,59,100,5,0.348793,0.371442,0.0157,10,0,0.035652,61,0.119378
EPlC22,EPlC22,,5,Mentions,3,5,6,0.282193,0.297608,0.000239,8,0,0,0,0.014721
EPlC21,EPlC21,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
AdamHasakah658,AdamHasakah658,,5,Mentions,3,5,6,0.328698,0.344077,0.000247,0,0,0.333333,1,0.02703
VICENews,VICENews,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
DR_SHAHID,DR_SHAHID,,2,Mentions,1,2,6,0.300709,0.313907,0,2,0,0,0,0.013709
klekishi,klekishi,,3,Mentions,1,3,6,0.272952,0.282482,0,19,0,0,0,0.003779
EPlC28,EPlC28,,1,Mentions,1,1,7,0.230336,0.237878,0,3,0,0,0,0.001041
JoinISNation82,JoinISNation82,,1,Mentions,1,1,7,0.25697,0.264894,0,24,0,0,0,0.003083
MiddleEastEye,MiddleEastEye,,43,Mentions,16,43,6,0.378864,0.408965,0.0112,0,0,0.191667,23,0.121745
mriih_kun,mriih_kun,,1,Mentions,1,1,7,0.268544,0.281999,0,3,0,0,0,0.006849
AlainAlou1,AlainAlou1,,1,Mentions,1,1,7,0.270719,0.281248,0,19,0,0,0,0.003755
ConflictNews1,ConflictNews1,,1,Mentions,1,1,6,0.293663,0.308991,0,0,0,0,0,0.016358
RERYUQW,RERYUQW,,1,Mentions,1,1,7,0.268544,0.281999,0,3,0,0,0,0.006849
28Abu2H,28Abu2H,,1,Mentions,1,1,1,1,1,0,14,3,0,0,0.000325
12kl5Kl5,12kl5Kl5,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
VPAFernandez,VPAFernandez,,2,Mentions,2,2,6,0.295975,0.312209,0,8,0,1,1,0.018545
subgraph,subgraph,,1,Mentions,1,1,6,0.299159,0.314516,0,18,0,0,0,0.016566
Queenofsheeba7,Queenofsheeba7,,1,Mentions,1,1,7,0.25697,0.265584,0,8,0,0,0,0.003779
Aishakhansa1,Aishakhansa1,,1,Mentions,1,1,6,0.252403,0.259771,0,21,0,0,0,0.002808
Wilayat_swahili,Wilayat_swahili,,1,Mentions,1,1,6,0.26707,0.27667,0,13,0,0,0,0.006184
rahimred1,rahimred1,,1,Mentions,1,1,7,0.238504,0.244721,0,19,0,0,0,0.002071
JoinISNation78,JoinISNation78,,1,Mentions,1,1,8,0.210349,0.21732,0,5,0,0,0,0.000799
_observer006,_observer006,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
Mamoru_Hijikata,Mamoru_Hijikata,,1,Mentions,1,1,7,0.24104,0.247296,0,19,0,0,0,0.001789
FreeingSyria,FreeingSyria,,1,Mentions,1,1,6,0.300709,0.313907,0,2,0,0,0,0.013709
1436RpG,1436RpG,,1,Mentions,1,1,8,0.210349,0.21732,0,5,0,0,0,0.000799
BrotherJalaal,BrotherJalaal,,5,Mentions,1,5,7,0.246536,0.253445,0,4,0,0,0,0.002023
victorynewshd,victorynewshd,,11,Mentions,3,11,6,0.296798,0.312657,0.000384,4,0,0,0,0.018848
Jazrawi_CusCous,Jazrawi_CusCous,,3,Mentions,1,3,7,0.260551,0.269194,0,8,0,0,0,0.003599
shishany7,shishany7,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
Falcon_2021,Falcon_2021,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
AliraqiaAngel,AliraqiaAngel,,2,Mentions,1,2,6,0.284401,0.299239,0,16,0,0,0,0.012414
BarbeCourte,BarbeCourte,,4,Mentions,1,4,7,0.260551,0.269194,0,8,0,0,0,0.003599
Hamza_sy9,Hamza_sy9,,1,Mentions,1,1,7,0.238504,0.244721,0,19,0,0,0,0.002071
GabrielElmurz,GabrielElmurz,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
aktaruls,aktaruls,,2,Mentions,1,2,7,0.259631,0.26849,0,11,0,0,0,0.003557
_LowkeyRT21,_LowkeyRT21,,1,Mentions,1,1,8,0.225624,0.231859,0,22,0,0,0,0.001208
UmmAysha20___,UmmAysha20___,,1,Mentions,1,1,7,0.245621,0.252453,0,5,0,0,0,0.001789
rana534,rana534,,1,Mentions,1,1,6,0.271541,0.281434,0,10,0,0,0,0.006624
GodlessHussar,GodlessHussar,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
yaaahooo1984,yaaahooo1984,,1,Mentions,1,1,6,0.285505,0.296988,0,6,0,0,0,0.008453
clarionproject,clarionproject,,4,Mentions,2,4,6,0.300791,0.318596,0,0,0,1,1,0.023207
ektrit,ektrit,,3,Mentions,2,3,6,0.327591,0.341785,0,0,0,1,1,0.025467
sfrantzman,sfrantzman,,2,Mentions,1,2,6,0.319896,0.332971,0,0,0,0,0,0.017014
Interbrigades,Interbrigades,,4,Mentions,3,4,6,0.314783,0.333857,0.000124,2,0,0.333333,1,0.030684
kamrsa1,kamrsa1,,2,Mentions,2,2,6,0.296054,0.312542,0.000067,12,0,0,0,0.019405
JustASIave,JustASIave,,1,Mentions,1,1,7,0.259631,0.26849,0,11,0,0,0,0.003557
Ramiroo19,Ramiroo19,,2,Mentions,1,2,6,0.271541,0.281434,0,10,0,0,0,0.006624
TRENDING_WNEWS,TRENDING_WNEWS,,5,Mentions,4,5,6,0.314245,0.333308,0.000569,18,0,0,0,0.027683
DonKlericuzio,DonKlericuzio,,1,Mentions,1,1,6,0.300709,0.313907,0,2,0,0,0,0.013709
Ibn_Al_Iraqi,Ibn_Al_Iraqi,,3,Mentions,2,3,6,0.259815,0.268243,0.000022,21,0,0,0,0.004559
dtim21,dtim21,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
Mustaklash60,Mustaklash60,,1,Mentions,1,1,7,0.254715,0.262189,0,22,0,0,0,0.002259
Asfura_fiJannah,Asfura_fiJannah,,1,Mentions,1,1,7,0.254715,0.262189,0,22,0,0,0,0.002259
nikkihaley,nikkihaley,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
MaxBoot,MaxBoot,,2,Mentions,2,2,6,0.303383,0.31983,0.000784,9,0,0,0,0.018348
Adxm82,Adxm82,,4,Mentions,2,4,6,0.279855,0.291145,0,3,0,1,1,0.007147
sinjar_khanasor,sinjar_khanasor,,1,Mentions,1,1,6,0.299159,0.314516,0,18,0,0,0,0.016566
1Dawlah_III,1Dawlah_III,,9,Mentions,2,9,6,0.273516,0.284018,0.00002,8,0,0,0,0.005814
4rj1n,4rj1n,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
BBCBreaking,BBCBreaking,,1,Mentions,1,1,6,0.285505,0.296988,0,6,0,0,0,0.008453
FollowTheHaQQQ,FollowTheHaQQQ,,1,Mentions,1,1,8,0.210349,0.21732,0,5,0,0,0,0.000799
IoreIisIade,IoreIisIade,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
jobahout,jobahout,,1,Mentions,1,1,7,0.271541,0.282094,0,18,0,0,0,0.005804
SheikhQuotes,SheikhQuotes,,1,Mentions,1,1,6,0.285505,0.296988,0,6,0,0,0,0.008453
scottienhughes,scottienhughes,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
Qarass_news,Qarass_news,,13,Mentions,2,13,6,0.316924,0.338909,0,15,0,1,1,0.036451
ReijiArisu5,ReijiArisu5,,1,Mentions,1,1,6,0.299159,0.314516,0,18,0,0,0,0.016566
rahel_____12,rahel_____12,,1,Mentions,1,1,7,0.267006,0.276121,0,0,0,0,0,0.004561
212lovelyflower,212lovelyflower,,1,Mentions,1,1,7,0.25697,0.265584,0,8,0,0,0,0.003779
turkishgoals,turkishgoals,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
oobaida_8793,oobaida_8793,,1,Mentions,1,1,7,0.268544,0.281999,0,3,0,0,0,0.006849
syrializer,syrializer,,1,Mentions,1,1,7,0.245621,0.252453,0,5,0,0,0,0.001789
HassanIstiila,HassanIstiila,,2,Mentions,2,2,7,0.274015,0.285902,0.000038,8,0,0,0,0.008341
CasaOum,CasaOum,,1,Mentions,1,1,6,0.255068,0.263232,0,8,0,0,0,0.002929
ReijiArisu4,ReijiArisu4,,1,Mentions,1,1,6,0.285505,0.296988,0,6,0,0,0,0.008453
AdemDabiq,AdemDabiq,,1,Mentions,1,1,6,0.252403,0.259771,0,21,0,0,0,0.002808
saifAK21,saifAK21,,1,Mentions,1,1,7,0.267006,0.276121,0,0,0,0,0,0.004561
CNNTURK_ENG,CNNTURK_ENG,,2,Mentions,2,2,6,0.320733,0.334255,0,3,0,1,1,0.018992
maaj19,maaj19,,1,Mentions,1,1,7,0.267006,0.276121,0,0,0,0,0,0.004561
Sweet_ilm,Sweet_ilm,,2,Mentions,1,2,6,0.271541,0.281434,0,10,0,0,0,0.006624
alqatil26,alqatil26,,1,Mentions,1,1,6,0.269112,0.280749,0,17,0,0,0,0.008397
AEJKhalil,AEJKhalil,,14,Mentions,7,14,6,0.337378,0.363771,0.003722,22,0,0.095238,2,0.058431
KcudEmal,KcudEmal,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
m9klakish,m9klakish,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
abubakrmuwahid,abubakrmuwahid,,1,Mentions,1,1,8,0.210349,0.21732,0,5,0,0,0,0.000799
EliotHiggins,EliotHiggins,,3,Mentions,3,3,6,0.318878,0.342379,0.000217,10,0,0,0,0.040296
usme71,usme71,,5,Mentions,3,5,6,0.335871,0.352569,0.000054,0,0,0.666667,2,0.036538
Military_Edge,Military_Edge,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
SavageNation,SavageNation,,1,Mentions,1,1,6,0.249397,0.254835,0,4,0,0,0,0.001451
mmoazh1,mmoazh1,,1,Mentions,1,1,6,0.269112,0.280749,0,17,0,0,0,0.008397
KhateebDimashqi,KhateebDimashqi,,31,Mentions,16,31,6,0.391412,0.418404,0.005645,18,0,0.333333,40,0.137432
youranidiotCNN,youranidiotCNN,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
JAK_011,JAK_011,,3,Mentions,1,3,6,0.310938,0.332784,0,15,0,0,0,0.03032
vicenews,vicenews,,15,Mentions,10,15,6,0.362948,0.392384,0.00449,6,0,0.133333,6,0.088451
France24_en,France24_en,,1,Mentions,1,1,6,0.300709,0.313907,0,2,0,0,0,0.013709
PegELakeOzark,PegELakeOzark,,3,Mentions,1,3,6,0.284401,0.299239,0,16,0,0,0,0.012414
Pontifex,Pontifex,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
abhalmal_19,abhalmal_19,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
B1nt88R0ses,B1nt88R0ses,,3,Mentions,1,3,6,0.279193,0.290219,0,3,0,0,0,0.005987
NorthernStork,NorthernStork,,18,Mentions,11,18,5,0.387698,0.413448,0.001088,2,0,0.563636,31,0.129149
429Adwwff,429Adwwff,,1,Mentions,1,1,8,0.190841,0.194515,0,25,0,0,0,0.000596
abhalmal_20,abhalmal_20,,1,Mentions,1,1,6,0.299159,0.314516,0,18,0,0,0,0.016566
a1bint,a1bint,,1,Mentions,1,1,6,0.293663,0.308991,0,0,0,0,0,0.016358
IbrahiemAwwad4,IbrahiemAwwad4,,2,Mentions,1,2,7,0.228427,0.235541,0,16,0,0,0,0.000936
snuggledrip,snuggledrip,,1,Mentions,1,1,6,0.299159,0.314516,0,18,0,0,0,0.016566
jasminechic1,jasminechic1,,1,Mentions,1,1,6,0.293663,0.308991,0,0,0,0,0,0.016358
BaniUmmaya,BaniUmmaya,,2,Mentions,1,2,7,0.250663,0.258034,0,8,0,0,0,0.001727
Sirop2Franboise,Sirop2Franboise,,3,Mentions,1,3,6,0.310938,0.332784,0,15,0,0,0,0.03032
Klashinki,Klashinki,,11,Mentions,3,11,6,0.307271,0.323275,0.000046,17,0,0.666667,2,0.021369
Ujk7428,Ujk7428,,1,Mentions,1,1,9,0.160359,0.162859,0,25,0,0,0,0.000481
the_topspin,the_topspin,,1,Mentions,1,1,6,0.269112,0.280749,0,17,0,0,0,0.008397
AManLikeMe,AManLikeMe,,3,Mentions,1,3,7,0.25697,0.264894,0,24,0,0,0,0.003083
imraansiddiqi,imraansiddiqi,,1,Mentions,1,1,6,0.300709,0.313907,0,2,0,0,0,0.013709
Umm_Lina90,Umm_Lina90,,1,Mentions,1,1,7,0.225102,0.231292,0,19,0,0,0,0.001023
1FingerTawheed_,1FingerTawheed_,,1,Mentions,1,1,7,0.25697,0.265584,0,8,0,0,0,0.003779
BI_Defense,BI_Defense,,1,Mentions,1,1,6,0.285505,0.296988,0,6,0,0,0,0.008453
jazrawi_cuscous,jazrawi_cuscous,,1,Mentions,1,1,6,0.269112,0.280749,0,17,0,0,0,0.008397
ShutGuantanamo,ShutGuantanamo,,1,Mentions,1,1,6,0.293663,0.308991,0,0,0,0,0,0.016358
shafaatnabi,shafaatnabi,,1,Mentions,1,1,6,0.269112,0.280749,0,17,0,0,0,0.008397
___TNT________,___TNT________,,1,Mentions,1,1,2,0.529412,0.555556,0,7,1,0,0,0.000501
khalidgajanfar,khalidgajanfar,,1,Mentions,1,1,6,0.262265,0.270394,0,0,0,0,0,0.003276
Muslim_Tweeter,Muslim_Tweeter,,1,Mentions,1,1,6,0.293663,0.308991,0,0,0,0,0,0.016358
2r_0047s,2r_0047s,,1,Mentions,1,1,7,0.232766,0.239535,0,18,0,0,0,0.000998
ladh,ladh,,1,Mentions,1,1,6,0.293663,0.308991,0,0,0,0,0,0.016358
Mountainjjoool,Mountainjjoool,,45,; User,24,45,6,0.339733,0.359313,0.007384,3,0,0.065217,18,0.056957
snhr,snhr,,1,Mentions,1,1,6,0.26707,0.27667,0,13,0,0,0,0.006184
Shami_view321,Shami_view321,,2,Mentions,1,2,6,0.293663,0.308991,0,0,0,0,0,0.016358
brett_mcgurk,brett_mcgurk,,4,Mentions,2,4,6,0.331032,0.346081,0,0,0,1,1,0.030723
UniteWithIsrael,UniteWithIsrael,,1,Mentions,1,1,6,0.300463,0.310562,0,2,0,0,0,0.008072
MiddleEastNewz,MiddleEastNewz,,2,Mentions,2,2,7,0.277671,0.290284,0.000063,18,0,0,0,0.009361
KhilafahNews3,KhilafahNews3,,1,Mentions,1,1,6,0.279193,0.290219,0,3,0,0,0,0.005987
Ahlu_Ribaat,Ahlu_Ribaat,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
HK2307,HK2307,,2,Mentions,2,2,7,0.25741,0.265851,0.000042,0,0,0,0,0.004158
_lonely_dessert,_lonely_dessert,,2,Mentions,1,2,7,0.24637,0.254061,0,19,0,0,0,0.002232
AnakSabil_,AnakSabil_,,2,Mentions,1,2,7,0.225102,0.231292,0,19,0,0,0,0.001023
KhilafahNews2,KhilafahNews2,,3,Mentions,1,3,6,0.279193,0.290219,0,3,0,0,0,0.005987
Debest213,Debest213,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
Uncle_SamCoco,Uncle_SamCoco,,1609,Mentions; User,635,1609,5,0.451186,0.531157,0.28261,15,0,0.003184,641,1
Jazrawi_3uuud,Jazrawi_3uuud,,1,Mentions,1,1,7,0.250151,0.256714,0,6,0,0,0,0.001893
colebunzel,colebunzel,,3,Mentions,3,3,6,0.313977,0.334159,0.000034,3,0,0.666667,2,0.036724
Maestrouzy,Maestrouzy,,6,Mentions,2,6,6,0.268413,0.278226,0.000106,25,0,0,0,0.005724
NagiebK,NagiebK,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
Str4nnnger80,Str4nnnger80,,3,Mentions,3,3,6,0.280305,0.29311,0.000111,10,0,0.333333,1,0.012647
omarbula,omarbula,,1,Mentions,1,1,7,0.271541,0.282094,0,18,0,0,0,0.005804
StreamLeak,StreamLeak,,1,Mentions,1,1,7,0.271541,0.282094,0,18,0,0,0,0.005804
Raheelk,Raheelk,,1,Mentions,1,1,7,0.251215,0.257983,0,12,0,0,0,0.003047
sararobiian2,sararobiian2,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
abcnewsMelb,abcnewsMelb,,1,Mentions,1,1,7,0.271541,0.282094,0,18,0,0,0,0.005804
2ibn_nor2,2ibn_nor2,,1,Mentions,1,1,6,0.269112,0.280749,0,17,0,0,0,0.008397
PSMnewsmv,PSMnewsmv,,1,Mentions,1,1,7,0.259631,0.26849,0,11,0,0,0,0.003557
AylinaKilic,AylinaKilic,,1,Mentions,1,1,7,0.271541,0.282094,0,18,0,0,0,0.005804
CENTCOM,CENTCOM,,1,Mentions,1,1,6,0.300709,0.313907,0,2,0,0,0,0.013709
MaghrebiMWs,MaghrebiMWs,,2,Mentions,1,2,7,0.246536,0.253445,0,4,0,0,0,0.002023
darulhijrateyni,darulhijrateyni,,33,Mentions; User,25,33,5,0.354169,0.374388,0.004891,0,0,0.116667,35,0.093647
antiISISnot,antiISISnot,,4,Mentions,4,4,6,0.288743,0.300881,0.00009,19,0,0.166667,1,0.012124
IbrahimH_,IbrahimH_,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
tma055,tma055,,1,Mentions,1,1,7,0.238504,0.244721,0,19,0,0,0,0.002071
alqatil24,alqatil24,,1,Mentions,1,1,8,0.233192,0.240544,0,9,0,0,0,0.001783
ALHASHIMIYA4,ALHASHIMIYA4,,4,Mentions,2,4,6,0.265783,0.276438,0.000108,8,0,0,0,0.006708
AdamHasaka0,AdamHasaka0,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
LlamameIshmael,LlamameIshmael,,1,Mentions,1,1,6,0.299159,0.314516,0,18,0,0,0,0.016566
MilitaryFarm,MilitaryFarm,,4,Mentions,2,4,6,0.31167,0.329677,0,2,0,1,1,0.026123
FandyJokolelur,FandyJokolelur,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
Suna_lraq1,Suna_lraq1,,1,Mentions,1,1,6,0.258617,0.266757,0,10,0,0,0,0.003791
BAQIYAFAMILY_98,BAQIYAFAMILY_98,,1,Mentions,1,1,7,0.228427,0.235541,0,16,0,0,0,0.000936
vsevolod_tk,vsevolod_tk,,5,Mentions,4,5,6,0.328437,0.34799,0.000084,18,0,0.5,3,0.045678
ShamiNews2016,ShamiNews2016,,3,Mentions,3,3,6,0.326621,0.347744,0.000108,16,0,0.666667,2,0.042688
TerrorLogsInc,TerrorLogsInc,,2,Mentions,1,2,6,0.299159,0.314516,0,18,0,0,0,0.016566
alternet,alternet,,2,Mentions,2,2,6,0.28892,0.300811,0.000066,25,0,0,0,0.01062
WSJ,WSJ,,1,Mentions,1,1,6,0.299159,0.314516,0,18,0,0,0,0.016566
JamalMOsman,JamalMOsman,,1,Mentions,1,1,6,0.26156,0.26918,0,0,0,0,0,0.002809
Savageak187,Savageak187,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
karmasupra16,karmasupra16,,1,Mentions,1,1,7,0.252422,0.259866,0,25,0,0,0,0.002167
AnakSabil9,AnakSabil9,,1,Mentions,1,1,8,0.201461,0.206781,0,22,0,0,0,0.000864
MaghrabiArabi,MaghrabiArabi,,453,Mentions; User,273,453,5,0.397382,0.446127,0.117879,16,0,0.004956,184,0.378075
KafHaYaAinShad_,KafHaYaAinShad_,,1,Mentions,1,1,6,0.255068,0.263232,0,8,0,0,0,0.002929
DeriChaw,DeriChaw,,9,Mentions,1,9,6,0.310938,0.332784,0,15,0,0,0,0.03032
apb_is,apb_is,,20,Mentions,5,20,6,0.330999,0.347023,0.000238,8,0,0.6,6,0.031169
alamreeki12,alamreeki12,,1,Mentions,1,1,7,0.253602,0.261247,0,3,0,0,0,0.001978
hamzayusuf,hamzayusuf,,1,Mentions,1,1,7,0.246536,0.253445,0,4,0,0,0,0.002023
ForeignPolicy,ForeignPolicy,,6,Mentions,4,6,6,0.325978,0.35275,0.000398,15,0,0.333333,2,0.054314
kingemirb,kingemirb,,5,Mentions,3,5,6,0.323524,0.344283,0.000084,15,0,0.333333,1,0.036655
war_analysis,war_analysis,,115,; User,60,115,5,0.337309,0.356654,0.018898,0,0,0.010169,18,0.091859
RahaafH,RahaafH,,9,Mentions,1,9,6,0.310938,0.332784,0,15,0,0,0,0.03032
QueenRania,QueenRania,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
AllahuAlam__,AllahuAlam__,,1,Mentions,1,1,6,0.279193,0.290219,0,3,0,0,0,0.005987
baqiyahansar,baqiyahansar,,4,Mentions,1,4,8,0.209842,0.217108,0,12,0,0,0,0.001182
Alkhalidi_sham,Alkhalidi_sham,,2,Mentions,1,2,6,0.293663,0.308991,0,0,0,0,0,0.016358
JKhashoggi,JKhashoggi,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
_The_Hikmah_,_The_Hikmah_,,2,Mentions,2,2,7,0.277671,0.290284,0.000063,18,0,0,0,0.009361
CheerLeadUnited,CheerLeadUnited,,2,Mentions,1,2,9,0.165881,0.169513,0,23,0,0,0,0.000816
SputnikInt,SputnikInt,,6,Mentions,4,6,6,0.332463,0.357349,0.000119,2,0,0.666667,4,0.054213
SyrianDz,SyrianDz,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
mawilner,mawilner,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
GissiSim,GissiSim,,2,Mentions,2,2,6,0.314753,0.333918,0.000108,16,0,0,0,0.028979
Veritas__Media,Veritas__Media,,13,Mentions,6,13,6,0.361995,0.38418,0.000387,18,0,0.466667,7,0.071889
JZarif,JZarif,,2,Mentions,1,2,6,0.319896,0.332971,0,0,0,0,0,0.017014
anjemchoudary,anjemchoudary,,4,Mentions,4,4,6,0.292573,0.307223,0.000774,19,0,0,0,0.015253
zaint52,zaint52,,1,Mentions,1,1,8,0.205924,0.211837,0,24,0,0,0,0.000627
samahsoula,samahsoula,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
Saalihah61Abu,Saalihah61Abu,,1,Mentions,1,1,7,0.24584,0.252267,0,25,0,0,0,0.001832
DawlaWitness1_,DawlaWitness1_,,2,Mentions,1,2,6,0.252249,0.259283,0,0,0,0,0,0.003166
WilayatBarqah1,WilayatBarqah1,,1,Mentions,1,1,6,0.255068,0.263232,0,8,0,0,0,0.002929
husnisalaaan,husnisalaaan,,1,Mentions,1,1,7,0.25697,0.264894,0,24,0,0,0,0.003083
The_Joker_DC,The_Joker_DC,,1,Mentions,1,1,7,0.245621,0.252453,0,5,0,0,0,0.001789
AkEl_Saruman,AkEl_Saruman,,4,Mentions,3,4,6,0.339977,0.3582,0,2,0,1,3,0.047081
mehdirhasan,mehdirhasan,,1,Mentions,1,1,6,0.299159,0.314516,0,18,0,0,0,0.016566
